21, 16.248007774353027
21, 22.837524890899658
21, 22.403947591781616
21, 9.742873191833496
21, 16.223286628723145
21, 25.86268162727356
21, 12.182756662368774
21, 18.194755792617798
21, 16.116370916366577
21, 30.09156584739685
21, 25.488750457763672
21, 32.48637795448303
21, 45.64426636695862
21, 28.029677867889404
21, 29.621252298355103
21, 34.280818462371826
21, 20.59592294692993
21, 27.568564891815186
21, 33.51717209815979
21, 33.447956562042236
21, 22.551485538482666
21, 21.765738248825073
21, 32.72677183151245
21, 28.11280870437622
